Appalachian State, 14.5 ,Wisconsin,20241110,140229
Eastern Illinois, 27 ,Indiana,20241110,140229
Southeast Missouri State, 26.5 ,Vanderbilt,20241110,140229
Michigan, -1 ,Wake Forest,20241110,140229
Niagara, 2 ,Detroit,20241110,140229
North Florida, 12 ,Georgia Tech,20241110,140229
Princeton, -7.5 ,Northeastern,20241110,140229
UC Irvine, 1.5 ,Northern Iowa,20241110,140229
EUREKA,NL,Loyola Chicago,20241110,140229
CHATC,NL,Robert Morris,20241110,140229
Stephen F. Austin, 4.5 ,Drake,20241110,140229
Saint Francis U, 9 ,Campbell,20241110,140229
Harvard, 1.5 ,American,20241110,140229
Binghamton, 27 ,Miami,20241110,140229
Maine, 3 ,Brown,20241110,140229
St. Thomas (MN, 13 ,Oklahoma State,20241110,140229
MARTY,NL,South Dakota,20241110,140229
Southeastern Louisiana, 19.5 ,UAB,20241110,140229
Texas Southern, 17.5 ,Georgia,20241110,140229
Tennessee State, 10 ,Wyoming,20241110,140229
AVIL,NL,Saint Louis,20241110,140229
Arizona State, 20.5 ,Gonzaga,20241110,140229
Alabama State, 20.5 ,LSU,20241110,140229
Fairleigh Dickinson, 33.5 ,Creighton,20241110,140229
LIFE,NL,Pacific,20241110,140229
CCT,NL,Texas-Rio Grande Valley,20241110,140229
MENLO,NL,Cal Poly,20241110,140229
San Jose State, 4.5 ,Hawaii,20241110,140229
NWIN,NL,Montana,20241110,140229
