Butler, 6.5 ,Providence,20231223,151543
Mississippi State, -3.5 ,Rutgers,20231223,151543
Penn, -2.5 ,Rider,20231223,151543
Toledo, 4.5 ,West Virginia,20231223,151543
Detroit, 23.5 ,North Carolina State,20231223,151543
LIU, 14.5 ,Mount St. Mary's,20231223,151543
Ole Miss, -9.5 ,Southern Miss,20231223,151543
Seton Hall, 3.5 ,Xavier,20231223,151543
UT Arlington, 7.5 ,North Texas,20231223,151543
Kennesaw State, 4.5 ,UNC Asheville,20231223,151543
Arizona, -6.5 ,Florida Atlantic,20231223,151543
Vanderbilt, 16.5 ,Memphis,20231223,151543
Villanova, -11.5 ,DePaul,20231223,151543
Eastern Kentucky, 24.5 ,Alabama,20231223,151543
Duquesne, -2.5 ,Santa Clara,20231223,151543
St. John's, 11.5 ,Connecticut,20231223,151543
Missouri State, 14.5 ,Saint Mary's,20231223,151543
Massachusetts,NL,Portland,20231223,151543
MEVERS,NL,NJIT,20231223,151543
