Ohio, -8 ,Eastern Michigan,20250121,140744
VCU, -7 ,Rhode Island,20250121,140744
Ball State, 4.5 ,Central Michigan,20250121,140744
Saint Joseph's, -1.5 ,Davidson,20250121,140744
Northern Illinois, 10 ,Western Michigan,20250121,140744
Bowling Green, 10 ,Miami (OH,20250121,140744
Kent State, 1.5 ,Toledo,20250121,140744
Mississippi State, 7 ,Tennessee,20250121,140744
Vanderbilt, 12 ,Alabama,20250121,140744
Butler, 13 ,Connecticut,20250121,140744
Texas Tech, -2 ,Cincinnati,20250121,140744
Dayton, -3.5 ,Duquesne,20250121,140744
Akron, -13.5 ,Buffalo,20250121,140744
Boston College, 8 ,Virginia,20250121,140744
George Mason, 3 ,St. Bonaventure,20250121,140744
UTSA, 12 ,UAB,20250121,140744
Ohio State, 10 ,Purdue,20250121,140744
Bradley, -1.5 ,Belmont,20250121,140744
East Carolina, -4.5 ,Tulsa,20250121,140744
Missouri State, 11 ,Northern Iowa,20250121,140744
Marquette, -11.5 ,Seton Hall,20250121,140744
Indiana State, 7.5 ,Illinois State,20250121,140744
UCF, 15 ,Iowa State,20250121,140744
UT Martin, 2 ,Tennessee State,20250121,140744
Minnesota, 9 ,Iowa,20250121,140744
Missouri, 2 ,Texas,20250121,140744
Arizona, -9.5 ,Oklahoma State,20250121,140744
Arizona State, 8 ,West Virginia,20250121,140744
Creighton, -6.5 ,DePaul,20250121,140744
North Carolina, 1 ,Wake Forest,20250121,140744
Louisville, 2 ,SMU,20250121,140744
Wisconsin, 3 ,UCLA,20250121,140744
Washington, 12.5 ,Oregon,20250121,140744
BYU, -5 ,Colorado,20250121,140744
Wyoming, 8.5 ,UNLV,20250121,140744
Utah,NL,Houston,20250121,140744
Florida,NL,South Carolina,20250121,140744
Texas A&M,NL,Ole Miss,20250121,140744
Georgia,NL,Arkansas,20250121,140744
San Diego State,NL,Air Force,20250121,140744
Fresno State,NL,New Mexico,20250121,140744
Nevada,NL,Utah State,20250121,140744
