UMBC,+16,Vermont,20220312,092028
Cornell,+5.5,Princeton,20220312,092028
Indiana,+6,Iowa,20220312,092028
Texas A&M,+5,Arkansas,20220312,092028
Saint Louis,+3,Davidson,20220312,092028
Coppin State,+7.5,Norfolk State,20220312,092028
Pennsylvania,+3.5,Yale,20220312,092028
Tulane,+13.5,Houston,20220312,092028
Kentucky,-3,Tennessee,20220312,092028
Michigan State,+6.5,Purdue,20220312,092028
Richmond,+2,Dayton,20220312,092028
Monmouth,+3,Saint Peters,20220312,092028
Memphis,-4.5,SMU,20220312,092028
Texas Tech,+2.5,Kansas,20220312,092028
San Diego State,-2,Boise State,20220312,092028
Texas Southern,-3,Alcorn,20220312,092028
Creighton,+6.5,Villanova,20220312,092028
Akron,+2.5,Kent State,20220312,092028
Northern Colorado,+3.5,Montana State,20220312,092028
Virginia Tech,+5.5,Duke,20220312,092028
Louisiana Tech,+3,UAB,20220312,092028
UCLA,+1.5,Arizona,20220312,092028
A&M-Corpus Christi,-1,Southeastern Louisiana,20220312,092028
Abilene Christian,+5,New Mexico State,20220312,092028
Cal State Fullerton,+2,Long Beach State,20220312,092028
