Utah Valley, -5.5 ,North Dakota,20241114,140746
Lindenwood, 1.5 ,New Orleans,20241114,140746
Eastern Michigan, 1.5 ,IU Indy,20241114,140746
NGVILL,NL,Citadel,20241114,140746
DAKU,NL,South Dakota,20241114,140746
FIU,NL,FLOR,20241114,140746
South Carolina State, 6.5 ,Jacksonville,20241114,140746
Bryant, -5.5 ,Buffalo,20241114,140746
Coppin State, 12 ,UMBC,20241114,140746
Stonehill, 10.5 ,Robert Morris,20241114,140746
Nicholls, 5.5 ,Northern Kentucky,20241114,140746
Northern Iowa, 7.5 ,Wichita State,20241114,140746
ECC,NL,Louisiana-Monroe,20241114,140746
Mississippi Valley State, 34 ,Missouri,20241114,140746
Morehead State, 12 ,Chattanooga,20241114,140746
Southern Illinois, 10.5 ,Oklahoma State,20241114,140746
TABR,NL,Tarleton State,20241114,140746
Northern Colorado, 3.5 ,South Dakota State,20241114,140746
Grand Canyon, -5 ,Arizona State,20241114,140746
LSU, 7.5 ,Kansas State,20241114,140746
COLCHR,NL,Denver,20241114,140746
Texas A&M-Corpus Christi, 5.5 ,New Mexico State,20241114,140746
Omaha, 16 ,UNLV,20241114,140746
Northern Arizona, 7.5 ,Pacific,20241114,140746
Seattle, -5.5 ,Cal Poly,20241114,140746
LASU,NL,UC Riverside,20241114,140746
Appalachian State,NL,UNC Asheville,20241114,140746
