Longwood, -7.5 ,UNC Asheville,20240310,092108
Monmouth, 7.5 ,Charleston,20240310,092108
Nebraska, -8.5 ,Michigan,20240310,092108
Wisconsin, 10.5 ,Purdue,20240310,092108
Ohio State, -1.5 ,Rutgers,20240310,092108
Drake, 2.5 ,Indiana State,20240310,092108
Austin Peay, 4.5 ,Stetson,20240310,092108
Bucknell, 11.5 ,Colgate,20240310,092108
Towson, 2.5 ,UNCW,20240310,092108
SMU, 1.5 ,UAB,20240310,092108
Temple, 4 ,UTSA,20240310,092108
Furman, 2.5 ,Samford,20240310,092108
Lehigh, -1.5 ,Boston,20240310,092108
Michigan State, -3.5 ,Indiana,20240310,092108
Stony Brook, 5.5 ,Drexel,20240310,092108
Arkansas State, 4.5 ,Appalachian State,20240310,092108
New Orleans, 5.5 ,Southeastern Louisiana,20240310,092108
East Tennessee State, 6.5 ,Chattanooga,20240310,092108
Illinois, -1.5 ,Iowa,20240310,092108
North Dakota State, 4.5 ,St. Thomas (MN,20240310,092108
Maryland, -0.5 ,Penn State,20240310,092108
Sacramento State, 12.5 ,Eastern Washington,20240310,092108
Delaware, 5.5 ,Hofstra,20240310,092108
Texas State, 12.5 ,James Madison,20240310,092108
Texas A&M-Commerce, -1.5 ,Northwestern State,20240310,092108
Omaha, 1.5 ,North Dakota,20240310,092108
Idaho State, 3.5 ,Northern Colorado,20240310,092108
Portland,NL,San Francisco,20240310,092108
