Fairfield, 2.5 ,Canisius,20240115,151833
Siena, 6.5 ,Niagara,20240115,151833
Ohio State, 1.5 ,Michigan,20240115,151833
Stonehill, 7.5 ,Wagner,20240115,151833
Dartmouth, 17.5 ,Princeton,20240115,151833
Penn, 7.5 ,Cornell,20240115,151833
Brown, 2.5 ,Harvard,20240115,151833
George Mason, -2.5 ,George Washington,20240115,151833
Villanova, 5.5 ,Marquette,20240115,151833
Houston Christian, 3.5 ,Northwestern State,20240115,151833
Mississippi Valley State, 15.5 ,Texas Southern,20240115,151833
La Salle, 11.5 ,Saint Joseph's,20240115,151833
Merrimack College, 1.5 ,Central Connecticut State,20240115,151833
UAPB, 5.5 ,Prairie View A&M,20240115,151833
Iowa, 2.5 ,Minnesota,20240115,151833
Columbia, 12.5 ,Yale,20240115,151833
Notre Dame, 8.5 ,Boston College,20240115,151833
MORE,NL,Howard,20240115,151833
VULYN,NL,Norfolk State,20240115,151833
Fairleigh Dickinson, -1.5 ,Saint Francis U,20240115,151833
Texas A&M-Corpus Christi, 1.5 ,Southeastern Louisiana,20240115,151833
Chicago State, 10.5 ,Stetson,20240115,151833
American, -3.5 ,Loyola Maryland,20240115,151833
Sacred Heart, -1.5 ,Le Moyne,20240115,151833
Alabama A&M, 5.5 ,Alabama State,20240115,151833
New Orleans, 5.5 ,Nicholls,20240115,151833
Southern, -4.5 ,Bethune-Cookman,20240115,151833
Grambling State, -2.5 ,Florida A&M,20240115,151833
Lamar, 12.5 ,McNeese State,20240115,151833
North Carolina A&T, 3.5 ,Hampton,20240115,151833
Incarnate Word,NL,Texas A&M-Commerce,20240115,151833
Alcorn State,NL,Alabama State,20240115,151833
Jackson State,NL,Alabama A&M,20240115,151833
