CCC,NL,Queens (NC,20231201,151809
St. Thomas (MN, 2.5 ,Western Michigan,20231201,151809
Charleston, 4.5 ,Liberty,20231201,151809
SUNYM,NL,Army,20231201,151809
Houston, -8.5 ,Xavier,20231201,151809
JNSN,NL,UNC Asheville,20231201,151809
Mercer, 14.5 ,Georgia,20231201,151809
Maryland, 2.5 ,Indiana,20231201,151809
Mount St. Mary's, -3.5 ,Manhattan,20231201,151809
Iona, -5.5 ,Fairfield,20231201,151809
Rider, -3.5 ,Siena,20231201,151809
George Washington, 8.5 ,South Carolina,20231201,151809
St. John's, -5.5 ,West Virginia,20231201,151809
Saint Peter's, 1.5 ,Niagara,20231201,151809
Quinnipiac, 3.5 ,Canisius,20231201,151809
PEACE,NL,UNCG,20231201,151809
UNK,NL,Eastern Michigan,20231201,151809
Incarnate Word, 1.5 ,Bethune-Cookman,20231201,151809
Norfolk State, 12.5 ,VCU,20231201,151809
Bryant, 5.5 ,Brown,20231201,151809
Arkansas State, 1.5 ,Little Rock,20231201,151809
Southern Miss, 9.5 ,UAB,20231201,151809
South Dakota State, -5.5 ,Towson,20231201,151809
Southeastern Louisiana, 16.5 ,LSU,20231201,151809
SIUE, 4.5 ,Troy,20231201,151809
Iowa State, -14.5 ,DePaul,20231201,151809
Purdue, -5.5 ,Northwestern,20231201,151809
Connecticut, 2.5 ,Kansas,20231201,151809
Wyoming, 2.5 ,Portland,20231201,151809
North Dakota, 5.5 ,Cal State Fullerton,20231201,151809
BYU, -15.5 ,Fresno State,20231201,151809
San Diego State, -14.5 ,California-San Diego,20231201,151809
Boise State, 3.5 ,Saint Mary's,20231201,151809
Hampton,NL,Maryland Eastern Shore,20231201,151809
