North Carolina,+1.5,Clemson,20220208,161218
Marquette,+5.5,UConn,20220208,161218
Auburn,-2,Arkansas,20220208,161218
Kentucky,-11,South Carolina,20220208,161218
Fordham,+12,Saint Bonaventure,20220208,161218
Wisconsin,+4,Michigan State,20220208,161218
Eastern Michigan,+13.5,Buffalo,20220208,161218
Iowa State,+2.5,West Virginia,20220208,161218
Western Michigan,+10,Miami OH,20220208,161218
Central Michigan,+10,Ball State,20220208,161218
Oklahoma State,+3,TCU,20220208,161218
LSU,-1.5,Texas A&M,20220208,161218
Evansville,+9,Indiana State,20220208,161218
Saint Louis,-7.5,La Salle,20220208,161218
Marist,+8,Monmouth,20220208,161218
Ohio,+3,Toledo,20220208,161218
Bowling Green,+6.5,Kent State,20220208,161218
Manhattan,+2.5,Rider,20220208,161218
Syracuse,-4.5,Boston College,20220208,161218
Akron,-8,Northern Illinois,20220208,161218
East Carolina,+6,Tulsa,20220208,161218
Kansas City,-3,Saint Thomas MN,20220208,161218
Villanova,-3.5,Saint Johns,20220208,161218
Illinois,+6,Purdue,20220208,161218
Butler,+7.5,Creighton,20220208,161218
Michigan,-2.5,Penn State,20220208,161218
Utah State,+2,Wyoming,20220208,161218
Missouri,+8,Vanderbilt,20220208,161218
Indiana,+1,Northwestern,20220208,161218
Wichita State,+1.5,UCF,20220208,161218
Pacific,+20,USC,20220208,161218
Portland,+18,San Francisco,20220208,161218
Air Force,+10,UNLV,20220208,161218
Cal State Fullerton,-2,Long Beach State,20220208,161218
UCLA,-7.5,Stanford,20220208,161218
Colorado State,-6,Nevada,20220208,161218
Saint Marys,-2.5,Santa Clara,20220208,161218
