Saint Peter's, 14.5 ,Duquesne,20231208,151816
Oakland, -6.5 ,Eastern Michigan,20231208,151816
UIC, -1.5 ,Jacksonville State,20231208,151816
COLS,NL,Yale,20231208,151816
Fairleigh Dickinson, 1.5 ,Manhattan,20231208,151816
Stonehill, 10.5 ,Rider,20231208,151816
Holy Cross, 22.5 ,Boston College,20231208,151816
Navy, 5.5 ,Quinnipiac,20231208,151816
Army, 11.5 ,Harvard,20231208,151816
North Carolina A&T, 20.5 ,High Point,20231208,151816
Little Rock,NL,Central Arkansas,20231208,151816
MTTECH,NL,Montana,20231208,151816
