Wofford, 7 ,Charleston,20241216,140830
CAIR,NL,Maryland Eastern Shore,20241216,140830
WVWSL,NL,Marshall,20241216,140830
Southeastern Louisiana, 2 ,Grambling State,20241216,140830
Citadel, 3.5 ,Central Arkansas,20241216,140830
California Baptist, 4.5 ,Middle Tennessee,20241216,140830
Grand Canyon, -2.5 ,Louisiana Tech,20241216,140830
THOMAS,NL,Sam Houston,20241216,140830
South Alabama, 12.5 ,TCU,20241216,140830
Montana, 9.5 ,Northern Iowa,20241216,140830
Oral Roberts, 27 ,Texas Tech,20241216,140830
Air Force, 10 ,Northern Colorado,20241216,140830
TRUE,NL,Lipscomb,20241216,140830
Alcorn State, 16.5 ,Rice,20241216,140830
Tarleton State, 15.5 ,UTEP,20241216,140830
Southern Utah, 4.5 ,New Mexico State,20241216,140830
WHIT,NL,Utah Tech,20241216,140830
WMETTE,NL,Portland,20241216,140830
Rider,NL,North Carolina State,20241216,140830
LOAKS,NL,Weber State,20241216,140830
