Memphis, 5.5 ,Clemson,20241214,140423
Texas A&M, 2 ,Purdue,20241214,140423
Western Illinois, 9.5 ,South Dakota,20241214,140423
MSBOS,NL,Massachusetts,20241214,140423
LIU, 27 ,Missouri,20241214,140423
South Carolina State, 12 ,Furman,20241214,140423
Coppin State, 38.5 ,Penn State,20241214,140423
Ohio State, 11.5 ,Auburn,20241214,140423
Wichita State, 3 ,DePaul,20241214,140423
Stony Brook, 8 ,Rider,20241214,140423
Toledo, 1.5 ,Youngstown State,20241214,140423
Lamar, 2.5 ,Louisiana-Lafayette,20241214,140423
Maine, -8 ,Canisius,20241214,140423
East Tennessee State, -2.5 ,Jacksonville,20241214,140423
Charlotte, 1.5 ,Georgia State,20241214,140423
Murray State, 4.5 ,Western Kentucky,20241214,140423
Texas State, 9 ,Florida Atlantic,20241214,140423
UCF, -11 ,Tulsa,20241214,140423
Xavier, 7 ,Cincinnati,20241214,140423
SUNYD,NL,Le Moyne,20241214,140423
USC Upstate, 26 ,South Carolina,20241214,140423
Dartmouth, 11 ,Massachusetts-Lowell,20241214,140423
Western Carolina, 9 ,UNC Asheville,20241214,140423
Appalachian State, 6 ,High Point,20241214,140423
North Carolina Central, 8 ,Longwood,20241214,140423
Queens (NC, 6 ,Gardner-Webb,20241214,140423
Wisconsin, -4.5 ,Butler,20241214,140423
Georgetown, 1 ,Syracuse,20241214,140423
Fordham, -1 ,Bryant,20241214,140423
UCLA, 3.5 ,Arizona,20241214,140423
Seton Hall, 11.5 ,Rutgers,20241214,140423
Louisiana-Monroe, 14 ,UT Arlington,20241214,140423
BRESC,NL,Cleveland State,20241214,140423
JNSN,NL,Tennessee State,20241214,140423
UNCW, -4.5 ,Howard,20241214,140423
Northwestern State, 16 ,California,20241214,140423
Ball State, -1.5 ,Bellarmine,20241214,140423
North Carolina State, 14.5 ,Kansas,20241214,140423
Arizona State, 7.5 ,Florida,20241214,140423
South Florida, 16 ,Utah State,20241214,140423
Ole Miss, -22 ,Southern Miss,20241214,140423
Ohio, 1 ,Marshall,20241214,140423
LSU, 4 ,SMU,20241214,140423
La Salle, 21 ,North Carolina,20241214,140423
Central Michigan, 1 ,Valparaiso,20241214,140423
Northern Arizona, 4 ,Pepperdine,20241214,140423
BRYN,NL,Maryland Eastern Shore,20241214,140423
Arkansas, -28 ,Central Arkansas,20241214,140423
Wagner, -3 ,NJIT,20241214,140423
FIU, -4 ,Stetson,20241214,140423
Bradley, 3.5 ,Santa Clara,20241214,140423
Florida State, -10.5 ,Tulane,20241214,140423
IU Indy, -1 ,Lindenwood,20241214,140423
UC Irvine, 2.5 ,Oregon State,20241214,140423
Missouri State, 11 ,Washington State,20241214,140423
St. Bonaventure, 3.5 ,Providence,20241214,140423
Utah Valley, 2.5 ,Jacksonville State,20241214,140423
NWIN,NL,Portland State,20241214,140423
Southern Illinois, -2 ,Austin Peay,20241214,140423
Bethune-Cookman, 25 ,West Virginia,20241214,140423
UNCG, -1 ,North Florida,20241214,140423
Louisville, 10 ,Kentucky,20241214,140423
Tennessee, -1.5 ,Illinois,20241214,140423
NNME,NL,Texas-Rio Grande Valley,20241214,140423
MGS,NL,Troy,20241214,140423
Towson, -1.5 ,Duquesne,20241214,140423
Belmont, -1 ,Richmond,20241214,140423
Grand Canyon, 6.5 ,Georgia,20241214,140423
Mississippi State, -9.5 ,McNeese State,20241214,140423
Saint Francis U, 4 ,Niagara,20241214,140423
Detroit, 15.5 ,Davidson,20241214,140423
San Diego, 5 ,Fresno State,20241214,140423
Marquette, 1 ,Dayton,20241214,140423
North Carolina A&T, 20 ,Liberty,20241214,140423
Green Bay, 13.5 ,UC Santa Barbara,20241214,140423
VULYN,NL,Elon,20241214,140423
WNM,NL,New Mexico,20241214,140423
HDSM,NL,Abilene Christian,20241214,140423
Drexel, 1 ,Albany,20241214,140423
Loyola Maryland, 4.5 ,Mount St. Mary's,20241214,140423
Radford, 19.5 ,Utah,20241214,140423
Colorado State, 7 ,VCU,20241214,140423
Gonzaga, -2.5 ,Connecticut,20241214,140423
Oklahoma, -4.5 ,Oklahoma State,20241214,140423
Bowling Green, 2.5 ,Kansas City,20241214,140423
WAWA,NL,Idaho State,20241214,140423
PACOR,NL,Seattle,20241214,140423
Eastern Illinois, 10 ,Eastern Kentucky,20241214,140423
Creighton, 11.5 ,Alabama,20241214,140423
Saint Mary's, -2.5 ,Boise State,20241214,140423
Wyoming, 17 ,BYU,20241214,140423
Prairie View A&M, 19.5 ,Loyola Marymount,20241214,140423
Cal Poly, 5 ,San Jose State,20241214,140423
UC Davis, -7.5 ,Sacramento State,20241214,140423
Texas Southern, 21.5 ,Nevada,20241214,140423
Pacific, 12.5 ,UNLV,20241214,140423
Texas A&M-Corpus Christi, 3.5 ,Hawaii,20241214,140423
Bakersfield,NL,Portland,20241214,140423
