SAGV,NL,Butler,20231215,151814
STANDR,NL,North Carolina Central,20231215,151814
TUSC,NL,East Tennessee State,20231215,151814
BRIDVA,NL,Elon,20231215,151814
Mount St. Mary's, -6.5 ,Saint Francis U,20231215,151814
Texas State, 4.5 ,Sam Houston State,20231215,151814
Texas A&M-Corpus Christi, 2.5 ,Texas-Rio Grande Valley,20231215,151814
Northern Colorado, 21.5 ,Colorado,20231215,151814
Cleveland State, 9.5 ,Bradley,20231215,151814
New Mexico, -14.5 ,New Mexico State,20231215,151814
Bakersfield, 9.5 ,Fresno State,20231215,151814
Portland State, -2.5 ,San Diego,20231215,151814
Connecticut, -3.5 ,Gonzaga,20231215,151814
STAUG,NL,Campbell,20231215,151814
